,time_timetuple,time_datetime,ask,bid,cpn,facevalue,y2o_ask,y2o_bid,yield_ask,yield_bid,future_payments_sum_rf_discounted,ytm_rf,yto_rf,spread_offer_ask,spread_offer_bid,spread_maturity_ask,spread_maturity_bid
17,2015-10-07,2015-10-07 00:00:00,98.0,97.35,45.3753,1000.0,,,11.6614,12.4494,988.8185627717373,0.1096413871528032,0.1096413871528032,,,0.6972612847196817,1.485261284719682
16,2015-10-08,2015-10-08 00:00:00,98.0,97.86,45.3753,1000.0,,,11.667,11.8365,988.2511441146324,0.11065611526474944,0.11065611526474944,,,0.6013884735250556,0.770888473525055
15,2015-10-09,2015-10-09 00:00:00,98.09,97.85,45.3753,1000.0,,,11.5636,11.8542,990.6506297331781,0.10812563519124242,0.10812563519124242,,,0.7510364808757561,1.0416364808757574
14,2015-10-12,2015-10-12 00:00:00,98.0,97.31,45.3753,1000.0,,,11.6903,12.5398,991.3258948017279,0.10831943306248663,0.10831943306248663,,,0.8583566937513378,1.7078566937513369
13,2015-10-13,2015-10-13 00:00:00,98.0,97.3,45.3753,1000.0,,,11.6959,12.5603,990.1876059629761,0.11003287583479501,0.11003287583479501,,,0.6926124165204985,1.5570124165204984
12,2015-10-14,2015-10-14 00:00:00,98.29,97.71,45.3753,1000.0,,,11.3476,12.0601,990.255269803625,0.11029460207065958,0.11029460207065958,,,0.3181397929340424,1.0306397929340427
11,2015-10-15,2015-10-15 00:00:00,98.0,97.7,45.3753,1000.0,,,11.708,12.0796,991.6046948232322,0.10899869017524026,0.10899869017524026,,,0.8081309824759746,1.1797309824759736
10,2015-10-16,2015-10-16 00:00:00,98.49,97.5,45.3753,1000.0,,,11.1119,12.3358,994.7248868344531,0.10555099136331333,0.10555099136331333,,,0.5568008636686663,1.7807008636686668
9,2015-10-19,2015-10-19 00:00:00,98.29,97.46,45.3753,1000.0,,,11.3727,12.4094,994.5028507556938,0.10682525446517831,0.10682525446517831,,,0.6901745534821693,1.726874553482169
8,2015-10-20,2015-10-20 00:00:00,97.97,97.61,45.3753,1000.0,,,11.7769,12.2287,994.2204801806739,0.10751137773969913,0.10751137773969913,,,1.0257622260300874,1.4775622260300878
7,2015-10-21,2015-10-21 00:00:00,97.98,97.45,45.3753,1000.0,,,11.7704,12.4392,995.1703691495557,0.10668476274083807,0.10668476274083807,,,1.1019237259161923,1.7707237259161914
6,2015-10-22,2015-10-22 00:00:00,97.97,97.46,45.3753,1000.0,,,11.79,12.4345,994.9229428807266,0.10733103985526654,0.10733103985526654,,,1.0568960144733452,1.701396014473346
5,2015-10-23,2015-10-23 00:00:00,97.98,97.46,45.3753,1000.0,,,11.7835,12.4429,995.6021583754622,0.10683451370039551,0.10683451370039551,,,1.1000486299604493,1.759448629960449
4,2015-10-26,2015-10-26 00:00:00,97.98,97.45,45.3753,1000.0,,,11.8039,12.4811,995.6884489315506,0.1077640642122896,0.1077640642122896,,,1.0274935787710415,1.7046935787710407
3,2015-10-27,2015-10-27 00:00:00,97.98,97.5,45.3753,1000.0,,,11.8105,12.4252,994.8099751706507,0.10921627673505119,0.10921627673505119,,,0.8888723264948801,1.503572326494881
2,2015-10-28,2015-10-28 00:00:00,97.98,97.45,45.3753,1000.0,,,11.817,12.4988,996.2672125364674,0.10773870943434721,0.10773870943434721,,,1.043129056565279,1.7249290565652782
1,2015-10-29,2015-10-29 00:00:00,97.95,97.41,45.3753,1000.0,,,11.8626,12.5593,996.9396993125595,0.1072435144081206,0.1072435144081206,,,1.1382485591879394,1.8349485591879393
0,2015-10-30,2015-10-30 00:00:00,97.97,97.6,45.3753,1000.0,,,11.844,12.3218,996.3439950031274,0.10834785238557892,0.10834785238557892,,,1.0092147614421076,1.4870147614421079
